id,width,height,aspect,is_jpeg,filesize
img_00082,1685,1203,1.400665004156276,0,1124577
img_00083,1685,1203,1.400665004156276,0,1253041
img_00084,1685,1203,1.400665004156276,0,74005
img_00085,1685,1203,1.400665004156276,0,1493989
img_00086,1685,1203,1.400665004156276,0,457808
img_00087,1685,1203,1.400665004156276,0,407640
img_00088,1685,1203,1.400665004156276,0,1325763
img_00089,1685,1203,1.400665004156276,0,150497
img_00090,1685,1203,1.400665004156276,0,19135
img_00091,1685,1203,1.400665004156276,0,1357080
img_00092,1685,1203,1.400665004156276,0,1357080
img_00093,1685,1203,1.400665004156276,0,1357080
img_00094,1685,1203,1.400665004156276,0,1357080
img_00095,1685,1203,1.400665004156276,0,25279
img_00096,1685,1203,1.400665004156276,0,1115515
img_00097,1685,1203,1.400665004156276,0,1136349
img_00098,1685,1203,1.400665004156276,0,341379
img_00099,1685,1203,1.400665004156276,0,373244
img_00100,1685,1203,1.400665004156276,0,670226
img_00101,1685,1203,1.400665004156276,0,1682053
img_00102,1685,1203,1.400665004156276,0,62647
img_00103,1685,1203,1.400665004156276,0,1223556
img_00104,1685,1203,1.400665004156276,0,39175
img_00105,1685,1203,1.400665004156276,0,1747932
img_00106,1685,1203,1.400665004156276,0,690039
img_00107,1685,1203,1.400665004156276,0,1404209
img_00108,1685,1203,1.400665004156276,0,421118
img_00109,1685,1203,1.400665004156276,0,1256885
img_00110,1685,1203,1.400665004156276,0,1680923
img_00111,1685,1203,1.400665004156276,0,2937228
img_00112,1685,1203,1.400665004156276,0,1519043
img_00113,1685,1203,1.400665004156276,0,1519516
img_00114,1685,1203,1.400665004156276,0,79318
img_00115,1685,1203,1.400665004156276,0,19135
img_00116,1685,1203,1.400665004156276,0,1475917
img_00117,1685,1203,1.400665004156276,0,31506
img_00118,1685,1203,1.400665004156276,0,1028067
img_00119,1685,1203,1.400665004156276,0,293786
img_00120,1685,1203,1.400665004156276,0,190291
img_00121,1685,1203,1.400665004156276,0,967654
img_00122,1685,1203,1.400665004156276,0,32358
img_00123,1685,1203,1.400665004156276,0,47252
img_00124,1685,1203,1.400665004156276,0,1345265
img_00125,1685,1203,1.400665004156276,0,1562521
img_00126,1685,1203,1.400665004156276,0,1883195
img_00127,1685,1203,1.400665004156276,0,36452
img_00128,1685,1203,1.400665004156276,0,1434810
img_00129,1685,1203,1.400665004156276,0,359312
img_00130,1685,1203,1.400665004156276,0,1088841
img_00131,1685,1203,1.400665004156276,0,179102
img_00132,1685,1203,1.400665004156276,0,1434824
img_00133,1685,1203,1.400665004156276,0,1060581
img_00134,1685,1203,1.400665004156276,0,742548
img_00135,1685,1203,1.400665004156276,0,1382834
img_00136,1685,1203,1.400665004156276,0,1872260
img_00137,1685,1203,1.400665004156276,0,39175
img_00138,1685,1203,1.400665004156276,0,253023
img_00139,1685,1203,1.400665004156276,0,15909
img_00140,1685,1203,1.400665004156276,0,1246872
img_00141,1685,1203,1.400665004156276,0,2483670
img_00142,1685,1203,1.400665004156276,0,1125928
img_00143,1685,1203,1.400665004156276,0,39175
img_00144,1685,1203,1.400665004156276,0,742548
img_00145,1685,1203,1.400665004156276,0,74005
img_00146,1685,1203,1.400665004156276,0,1733391
img_00147,1685,1203,1.400665004156276,0,676879
img_00148,1685,1203,1.400665004156276,0,445964
img_00149,1685,1203,1.400665004156276,0,2067723
img_00150,1685,1203,1.400665004156276,0,1153610
img_00151,1685,1203,1.400665004156276,0,1010996
img_00152,1685,1203,1.400665004156276,0,417871
img_00153,1685,1203,1.400665004156276,0,580281
img_00154,1685,1203,1.400665004156276,0,804906
img_00155,1685,1203,1.400665004156276,0,34830
img_00156,1685,1203,1.400665004156276,0,17230
img_00157,1685,1203,1.400665004156276,0,27161
img_00158,1685,1203,1.400665004156276,0,70069
img_00159,1685,1203,1.400665004156276,0,188244
img_00160,1685,1203,1.400665004156276,0,1877112
img_00161,1685,1203,1.400665004156276,0,2744359
img_00162,1685,1203,1.400665004156276,0,1304902
img_00163,1685,1203,1.400665004156276,0,1559643
img_00164,1685,1203,1.400665004156276,0,61108
img_00165,1685,1203,1.400665004156276,0,1653047
img_00166,1685,1203,1.400665004156276,0,17474
img_00167,1685,1203,1.400665004156276,0,39175
img_00168,1685,1203,1.400665004156276,0,1119952
img_00169,1685,1203,1.400665004156276,0,1476320
img_00170,1685,1203,1.400665004156276,0,561189
img_00171,1685,1203,1.400665004156276,0,17742
img_00172,1685,1203,1.400665004156276,0,26894
img_00173,1685,1203,1.400665004156276,0,1391288
img_00174,1685,1203,1.400665004156276,0,1110070
img_00175,1685,1203,1.400665004156276,0,770491
img_00176,1685,1203,1.400665004156276,0,1200465
img_00177,1685,1203,1.400665004156276,0,1199021
img_00178,1685,1203,1.400665004156276,0,1357080
img_00179,1685,1203,1.400665004156276,0,1357080
img_00180,1685,1203,1.400665004156276,0,1357080
img_00181,1685,1203,1.400665004156276,0,1357080
img_00182,1685,1203,1.400665004156276,0,1357080
img_00183,1685,1203,1.400665004156276,0,846496
img_00184,1685,1203,1.400665004156276,0,1615686
img_00185,1685,1203,1.400665004156276,0,19135
img_00186,1685,1203,1.400665004156276,0,2395057
img_00187,1685,1203,1.400665004156276,0,36987
img_00188,1685,1203,1.400665004156276,0,2393986
img_00189,1685,1203,1.400665004156276,0,53600
img_00190,1685,1203,1.400665004156276,0,499898
img_00191,1685,1203,1.400665004156276,0,22755
img_00192,1685,1203,1.400665004156276,0,3466521
img_00193,1685,1203,1.400665004156276,0,991369
img_00194,1685,1203,1.400665004156276,0,1229000
img_00195,1685,1203,1.400665004156276,0,724785
img_00196,1685,1203,1.400665004156276,0,1824163
img_00197,1685,1203,1.400665004156276,0,913620
img_00198,1685,1203,1.400665004156276,0,1120746
img_00199,1685,1203,1.400665004156276,0,1058320
img_00200,1685,1203,1.400665004156276,0,1316803
img_00201,1685,1203,1.400665004156276,0,59337
img_00202,1685,1203,1.400665004156276,0,1200327
img_00203,1685,1203,1.400665004156276,0,699662
img_00204,1685,1203,1.400665004156276,0,27161
img_00205,1685,1203,1.400665004156276,0,1377434
img_00206,1685,1203,1.400665004156276,0,907386
img_00207,1685,1203,1.400665004156276,0,2624236
img_00208,1685,1203,1.400665004156276,0,2624236
img_00209,1685,1203,1.400665004156276,0,2624236
img_00210,1685,1203,1.400665004156276,0,2624236
img_00211,1685,1203,1.400665004156276,0,2624236
img_00212,1685,1203,1.400665004156276,0,2624236
img_00213,1685,1203,1.400665004156276,0,2624236
img_00214,1685,1203,1.400665004156276,0,2624236
img_00215,1685,1203,1.400665004156276,0,2624236
img_00216,1685,1203,1.400665004156276,0,2624236
img_00217,1685,1203,1.400665004156276,0,27161
img_00218,1685,1203,1.400665004156276,0,1635100
img_00219,1685,1203,1.400665004156276,0,1397486
img_00220,1685,1203,1.400665004156276,0,1727356
img_00221,1685,1203,1.400665004156276,0,1104582
img_00222,1685,1203,1.400665004156276,0,1200465
img_00223,1685,1203,1.400665004156276,0,1200327
img_00224,1685,1203,1.400665004156276,0,1424766
img_00225,1685,1203,1.400665004156276,0,2220142
img_00226,1685,1203,1.400665004156276,0,857852
img_00227,1685,1203,1.400665004156276,0,1453509
img_00228,1685,1203,1.400665004156276,0,857852
img_00229,1685,1203,1.400665004156276,0,857852
img_00230,1685,1203,1.400665004156276,0,2057410
img_00231,1685,1203,1.400665004156276,0,684119
img_00232,1685,1203,1.400665004156276,0,2800663
img_00233,1685,1203,1.400665004156276,0,759494
img_00234,1685,1203,1.400665004156276,0,1435157
img_00235,1685,1203,1.400665004156276,0,375878
img_00236,1685,1203,1.400665004156276,0,346352
img_00237,1685,1203,1.400665004156276,0,1028067
img_00238,1685,1203,1.400665004156276,0,1824318
img_00239,1685,1203,1.400665004156276,0,2020944
img_00240,1685,1203,1.400665004156276,0,2020944
img_00241,1685,1203,1.400665004156276,0,1416366
img_00242,1685,1203,1.400665004156276,0,587363
img_00243,1685,1203,1.400665004156276,0,489400
img_00244,1685,1203,1.400665004156276,0,1382834
img_00245,1685,1203,1.400665004156276,0,2190983
img_00246,1685,1203,1.400665004156276,0,29072
img_00247,1685,1203,1.400665004156276,0,1663919
img_00248,1685,1203,1.400665004156276,0,27161
img_00249,1685,1203,1.400665004156276,0,209454
img_00250,1685,1203,1.400665004156276,0,592067
img_00251,1685,1203,1.400665004156276,0,897179
img_00252,1685,1203,1.400665004156276,0,916630
img_00253,1685,1203,1.400665004156276,0,518932
img_00254,1685,1203,1.400665004156276,0,883127
img_00255,1685,1203,1.400665004156276,0,474720
img_00256,1685,1203,1.400665004156276,0,474720
img_00257,1685,1203,1.400665004156276,0,474720
img_00258,1685,1203,1.400665004156276,0,1099808
img_00259,1685,1203,1.400665004156276,0,170608
img_00260,1685,1203,1.400665004156276,0,27161
img_00261,1685,1203,1.400665004156276,0,1732945
img_00262,1685,1203,1.400665004156276,0,1729183
img_00263,1685,1203,1.400665004156276,0,1223531
img_00264,1685,1203,1.400665004156276,0,1447342
img_00265,1685,1203,1.400665004156276,0,39175
img_00266,1685,1203,1.400665004156276,0,818530
img_00267,1685,1203,1.400665004156276,0,466677
img_00268,1685,1203,1.400665004156276,0,26894
img_00269,1685,1203,1.400665004156276,0,227589
img_00270,1685,1203,1.400665004156276,0,943626
img_00271,1685,1203,1.400665004156276,0,1768632
img_00272,1685,1203,1.400665004156276,0,600174
img_00273,1685,1203,1.400665004156276,0,1389701
img_00274,1685,1203,1.400665004156276,0,453474
img_00275,1685,1203,1.400665004156276,0,3509080
img_00276,1685,1203,1.400665004156276,0,1036103
img_00277,1685,1203,1.400665004156276,0,1752910
img_00278,1685,1203,1.400665004156276,0,1752910
img_00279,1685,1203,1.400665004156276,0,1752910
img_00280,1685,1203,1.400665004156276,0,740245
img_00281,1685,1203,1.400665004156276,0,1119193
img_00282,1685,1203,1.400665004156276,0,1724143
img_00283,1685,1203,1.400665004156276,0,1053459
img_00284,1685,1203,1.400665004156276,0,1117500
img_00285,1685,1203,1.400665004156276,0,1188799
img_00286,1685,1203,1.400665004156276,0,341735
img_00287,1685,1203,1.400665004156276,0,2119144
img_00288,1685,1203,1.400665004156276,0,104193
img_00289,1685,1203,1.400665004156276,0,395108
img_00290,1685,1203,1.400665004156276,0,2800562
img_00291,1685,1203,1.400665004156276,0,1844937
img_00292,1685,1203,1.400665004156276,0,2800562
img_00293,1685,1203,1.400665004156276,0,2800568
img_00294,1685,1203,1.400665004156276,0,2178410
img_00295,1685,1203,1.400665004156276,0,2178410
img_00296,1685,1203,1.400665004156276,0,1715467
img_00297,1685,1203,1.400665004156276,0,1110601
img_00298,1685,1203,1.400665004156276,0,1664655
img_00299,1685,1203,1.400665004156276,0,1563211
img_00300,1685,1203,1.400665004156276,0,996011
img_00301,1685,1203,1.400665004156276,0,2724980
img_00302,1685,1203,1.400665004156276,0,81350
img_00303,1685,1203,1.400665004156276,0,769314
img_00304,1685,1203,1.400665004156276,0,349472
img_00305,1685,1203,1.400665004156276,0,1617005
img_00306,1685,1203,1.400665004156276,0,827469
img_00307,1685,1203,1.400665004156276,0,190291
img_00308,1685,1203,1.400665004156276,0,1120081
img_00309,1685,1203,1.400665004156276,0,27161
img_00310,1685,1203,1.400665004156276,0,1211466
img_00311,1685,1203,1.400665004156276,0,104193
img_00312,1685,1203,1.400665004156276,0,79965
img_00313,1685,1203,1.400665004156276,0,938261
img_00314,1685,1203,1.400665004156276,0,117912
img_00315,1685,1203,1.400665004156276,0,106507
img_00316,1685,1203,1.400665004156276,0,350005
img_00317,1685,1203,1.400665004156276,0,684315
img_00318,1685,1203,1.400665004156276,0,19471
img_00319,1685,1203,1.400665004156276,0,345755
img_00320,1685,1203,1.400665004156276,0,463838
img_00321,1685,1203,1.400665004156276,0,349005
img_00322,1685,1203,1.400665004156276,0,2443028
img_00323,1685,1203,1.400665004156276,0,810121
img_00324,1685,1203,1.400665004156276,0,341379
img_00325,1685,1203,1.400665004156276,0,2151021
img_00326,1685,1203,1.400665004156276,0,595359
img_00327,1685,1203,1.400665004156276,0,692705
img_00328,1685,1203,1.400665004156276,0,63496
img_00329,1685,1203,1.400665004156276,0,350069
img_00330,1685,1203,1.400665004156276,0,2953113
img_00331,1685,1203,1.400665004156276,0,380642
img_00332,1685,1203,1.400665004156276,0,400383
img_00333,1685,1203,1.400665004156276,0,413240
img_00334,1685,1203,1.400665004156276,0,380578
img_00335,1685,1203,1.400665004156276,0,398602
img_00336,1685,1203,1.400665004156276,0,381097
img_00337,1685,1203,1.400665004156276,0,413240
img_00338,1685,1203,1.400665004156276,0,388353
img_00339,1685,1203,1.400665004156276,0,1746145
img_00340,1685,1203,1.400665004156276,0,1849359
img_00341,1685,1203,1.400665004156276,0,17474
img_00342,1685,1203,1.400665004156276,0,36377
img_00343,1685,1203,1.400665004156276,0,1108800
img_00344,1685,1203,1.400665004156276,0,925443
img_00345,1685,1203,1.400665004156276,0,699336
img_00346,1685,1203,1.400665004156276,0,1080137
img_00347,1685,1203,1.400665004156276,0,2420520
img_00348,1685,1203,1.400665004156276,0,1417910
img_00349,1685,1203,1.400665004156276,0,380908
img_00350,1685,1203,1.400665004156276,0,870078
img_00351,1685,1203,1.400665004156276,0,1302788
img_00352,1685,1203,1.400665004156276,0,27161
img_00353,1685,1203,1.400665004156276,0,28359
img_00354,1685,1203,1.400665004156276,0,39175
img_00355,1685,1203,1.400665004156276,0,878068
img_00356,1685,1203,1.400665004156276,0,1374232
img_00357,1685,1203,1.400665004156276,0,1825013
img_00358,1685,1203,1.400665004156276,0,970628
img_00359,1685,1203,1.400665004156276,0,920586
img_00360,1685,1203,1.400665004156276,0,1490358
img_00361,1685,1203,1.400665004156276,0,2541600
img_00362,1685,1203,1.400665004156276,0,39175
img_00363,1685,1203,1.400665004156276,0,27161
img_00364,1685,1203,1.400665004156276,0,52598
img_00365,1685,1203,1.400665004156276,0,889518
img_00366,1685,1203,1.400665004156276,0,1443401
img_00367,1685,1203,1.400665004156276,0,429341
img_00368,1685,1203,1.400665004156276,0,341379
img_00369,1685,1203,1.400665004156276,0,647959
img_00370,1685,1203,1.400665004156276,0,97366
img_00371,1685,1203,1.400665004156276,0,1374232
img_00372,1685,1203,1.400665004156276,0,1871970
img_00373,1685,1203,1.400665004156276,0,967813
img_00374,1685,1203,1.400665004156276,0,29692
img_00375,1685,1203,1.400665004156276,0,2164146
img_00376,1685,1203,1.400665004156276,0,1789107
img_00377,1685,1203,1.400665004156276,0,2164146
img_00378,1685,1203,1.400665004156276,0,1789107
img_00379,1685,1203,1.400665004156276,0,885067
img_00380,1685,1203,1.400665004156276,0,27161
img_00381,1685,1203,1.400665004156276,0,1168400
img_00382,1685,1203,1.400665004156276,0,1300754
img_00383,1685,1203,1.400665004156276,0,1317212
img_00384,1685,1203,1.400665004156276,0,27161
img_00385,1685,1203,1.400665004156276,0,1729183
img_00386,1685,1203,1.400665004156276,0,1200327
img_00387,1685,1203,1.400665004156276,0,1718969
img_00388,1685,1203,1.400665004156276,0,1745362
img_00389,1685,1203,1.400665004156276,0,1200465
img_00390,1685,1203,1.400665004156276,0,1506104
img_00391,1685,1203,1.400665004156276,0,290785
img_00392,1685,1203,1.400665004156276,0,1200327
img_00393,1685,1203,1.400665004156276,0,26894
img_00394,1685,1203,1.400665004156276,0,36764
img_00395,1685,1203,1.400665004156276,0,1618136
img_00396,1685,1203,1.400665004156276,0,111847
img_00397,1685,1203,1.400665004156276,0,1155962
img_00398,1685,1203,1.400665004156276,0,549330
img_00399,1685,1203,1.400665004156276,0,1835599
img_00400,1685,1203,1.400665004156276,0,1032311
img_00401,1685,1203,1.400665004156276,0,916098
img_00402,1685,1203,1.400665004156276,0,31262
img_00403,1685,1203,1.400665004156276,0,487925
img_00404,1685,1203,1.400665004156276,0,2624236
img_00405,1685,1203,1.400665004156276,0,2624236
img_00406,1685,1203,1.400665004156276,0,1200465
img_00407,1685,1203,1.400665004156276,0,826256
img_00408,1685,1203,1.400665004156276,0,886677
img_00409,1685,1203,1.400665004156276,0,45709
img_00410,1685,1203,1.400665004156276,0,2171279
img_00411,1685,1203,1.400665004156276,0,38576
img_00412,1685,1203,1.400665004156276,0,1117155
img_00413,1685,1203,1.400665004156276,0,449297
img_00414,1685,1203,1.400665004156276,0,433987
img_00415,1685,1203,1.400665004156276,0,1121509
img_00416,1685,1203,1.400665004156276,0,688757
img_00417,1685,1203,1.400665004156276,0,1653047
img_00418,1685,1203,1.400665004156276,0,386447
img_00419,1685,1203,1.400665004156276,0,2164146
img_00420,1685,1203,1.400665004156276,0,1675053
img_00421,1685,1203,1.400665004156276,0,14008
img_00422,1685,1203,1.400665004156276,0,1464680
img_00423,1685,1203,1.400665004156276,0,722362
img_00424,1685,1203,1.400665004156276,0,1711170
img_00425,1685,1203,1.400665004156276,0,1372809
img_00426,1685,1203,1.400665004156276,0,1408557
img_00427,1685,1203,1.400665004156276,0,1008254
img_00428,1685,1203,1.400665004156276,0,1257519
img_00429,1685,1203,1.400665004156276,0,933292
img_00430,1685,1203,1.400665004156276,0,1636891
img_00431,1685,1203,1.400665004156276,0,740245
img_00432,1685,1203,1.400665004156276,0,1170943
img_00433,1685,1203,1.400665004156276,0,1660388
img_00434,1685,1203,1.400665004156276,0,104193
img_00435,1685,1203,1.400665004156276,0,1200465
img_00436,1685,1203,1.400665004156276,0,1316803
img_00437,1685,1203,1.400665004156276,0,359312
img_00438,1685,1203,1.400665004156276,0,1836841
img_00439,1685,1203,1.400665004156276,0,394378
img_00440,1685,1203,1.400665004156276,0,394532
img_00441,1685,1203,1.400665004156276,0,1983721
img_00442,1685,1203,1.400665004156276,0,1374232
img_00443,1685,1203,1.400665004156276,0,2613825
img_00444,1685,1203,1.400665004156276,0,2190983
img_00445,1685,1203,1.400665004156276,0,2190983
img_00446,1685,1203,1.400665004156276,0,40627
img_00447,1685,1203,1.400665004156276,0,964763
img_00448,1685,1203,1.400665004156276,0,359312
img_00449,1685,1203,1.400665004156276,0,1128682
img_00450,1685,1203,1.400665004156276,0,1128682
img_00451,1685,1203,1.400665004156276,0,1128682
img_00452,1685,1203,1.400665004156276,0,1128682
img_00453,1685,1203,1.400665004156276,0,1128682
img_00454,1685,1203,1.400665004156276,0,1128682
img_00455,1685,1203,1.400665004156276,0,1128682
img_00456,1685,1203,1.400665004156276,0,1128682
img_00457,1685,1203,1.400665004156276,0,1128682
img_00458,1685,1203,1.400665004156276,0,1128682
img_00459,1685,1203,1.400665004156276,0,170608
img_00460,1685,1203,1.400665004156276,0,170608
img_00461,1685,1203,1.400665004156276,0,170608
img_00462,1685,1203,1.400665004156276,0,170608
img_00463,1685,1203,1.400665004156276,0,170608
img_00464,1685,1203,1.400665004156276,0,2030474
img_00465,1685,1203,1.400665004156276,0,2051757
img_00466,1685,1203,1.400665004156276,0,882709
img_00467,1685,1203,1.400665004156276,0,2057223
img_00468,1685,1203,1.400665004156276,0,1653047
img_00469,1685,1203,1.400665004156276,0,917423
img_00470,1685,1203,1.400665004156276,0,917423
img_00471,1685,1203,1.400665004156276,0,568734
img_00472,1685,1203,1.400665004156276,0,1727044
img_00473,1685,1203,1.400665004156276,0,1073915
img_00474,1685,1203,1.400665004156276,0,1382834
img_00475,1685,1203,1.400665004156276,0,679326
img_00476,1685,1203,1.400665004156276,0,1044290
img_00477,1685,1203,1.400665004156276,0,1044290
img_00478,1685,1203,1.400665004156276,0,1044290
img_00479,1685,1203,1.400665004156276,0,24967
img_00480,1685,1203,1.400665004156276,0,459922
img_00481,1685,1203,1.400665004156276,0,1044290
img_00482,1685,1203,1.400665004156276,0,123825
img_00483,1685,1203,1.400665004156276,0,26894
img_00484,1685,1203,1.400665004156276,0,26894
img_00485,1685,1203,1.400665004156276,0,94510
img_00486,1685,1203,1.400665004156276,0,1317212
img_00487,1685,1203,1.400665004156276,0,1044290
img_00488,1685,1203,1.400665004156276,0,1044290
img_00489,1685,1203,1.400665004156276,0,27161
img_00490,1685,1203,1.400665004156276,0,1357080
img_00491,1685,1203,1.400665004156276,0,1805386
img_00492,1685,1203,1.400665004156276,0,1357080
img_00493,1685,1203,1.400665004156276,0,1357080
img_00494,1685,1203,1.400665004156276,0,1357080
img_00495,1685,1203,1.400665004156276,0,1374232
img_00496,1685,1203,1.400665004156276,0,341379
img_00497,1685,1203,1.400665004156276,0,341379
img_00498,1685,1203,1.400665004156276,0,341379
img_00499,1685,1203,1.400665004156276,0,1290312
img_00500,1685,1203,1.400665004156276,0,1295271
img_00501,1685,1203,1.400665004156276,0,26894
img_00502,1685,1203,1.400665004156276,0,2624236
img_00503,1685,1203,1.400665004156276,0,2196096
img_00504,1685,1203,1.400665004156276,0,1741142
img_00505,1685,1203,1.400665004156276,0,865772
img_00506,1685,1203,1.400665004156276,0,26894
img_00507,1685,1203,1.400665004156276,0,1434796
img_00508,1685,1203,1.400665004156276,0,170608
img_00509,1685,1203,1.400665004156276,0,170608
img_00510,1685,1203,1.400665004156276,0,2717078
img_00511,1685,1203,1.400665004156276,0,1551135
img_00512,1685,1203,1.400665004156276,0,1232333
img_00513,1685,1203,1.400665004156276,0,1060647
img_00514,1685,1203,1.400665004156276,0,1358679
img_00515,1685,1203,1.400665004156276,0,1189082
img_00516,1685,1203,1.400665004156276,0,822647
img_00517,1685,1203,1.400665004156276,0,822647
img_00518,1685,1203,1.400665004156276,0,801670
img_00519,1685,1203,1.400665004156276,0,801670
img_00520,1685,1203,1.400665004156276,0,840419
img_00521,1685,1203,1.400665004156276,0,72484
img_00522,1685,1203,1.400665004156276,0,13430
img_00523,1685,1203,1.400665004156276,0,556660
img_00524,1685,1203,1.400665004156276,0,1314753
img_00525,1685,1203,1.400665004156276,0,299114
img_00526,1685,1203,1.400665004156276,0,417871
img_00527,1685,1203,1.400665004156276,0,1150565
img_00528,1685,1203,1.400665004156276,0,430163
img_00529,1685,1203,1.400665004156276,0,27161
img_00530,1685,1203,1.400665004156276,0,36266
img_00531,1685,1203,1.400665004156276,0,925207
img_00532,1685,1203,1.400665004156276,0,2672540
img_00533,1685,1203,1.400665004156276,0,1631683
img_00534,1685,1203,1.400665004156276,0,17742
img_00535,1685,1203,1.400665004156276,0,27161
img_00536,1685,1203,1.400665004156276,0,728119
img_00537,1685,1203,1.400665004156276,0,2000031
img_00538,1685,1203,1.400665004156276,0,561783
img_00539,1685,1203,1.400665004156276,0,39150
img_00540,1685,1203,1.400665004156276,0,34576
img_00541,1685,1203,1.400665004156276,0,1566671
img_00542,1685,1203,1.400665004156276,0,1566671
img_00543,1685,1203,1.400665004156276,0,27788
img_00544,1685,1203,1.400665004156276,0,29072
img_00545,1685,1203,1.400665004156276,0,1203034
img_00546,1685,1203,1.400665004156276,0,364266
img_00547,1685,1203,1.400665004156276,0,1833023
img_00548,1685,1203,1.400665004156276,0,2056739
img_00549,1685,1203,1.400665004156276,0,1723331
img_00550,1685,1203,1.400665004156276,0,79899
img_00551,1685,1203,1.400665004156276,0,1463643
img_00552,1685,1203,1.400665004156276,0,100286
img_00553,1685,1203,1.400665004156276,0,333413
img_00554,1685,1203,1.400665004156276,0,897486
img_00555,1685,1203,1.400665004156276,0,740245
img_00556,1685,1203,1.400665004156276,0,50743
img_00557,1685,1203,1.400665004156276,0,330322
img_00558,1685,1203,1.400665004156276,0,23858
img_00559,1685,1203,1.400665004156276,0,150497
img_00560,1685,1203,1.400665004156276,0,1653047
img_00561,1685,1203,1.400665004156276,0,1316803
img_00562,1685,1203,1.400665004156276,0,686093
img_00563,1685,1203,1.400665004156276,0,750994
img_00564,1685,1203,1.400665004156276,0,27161
img_00565,1685,1203,1.400665004156276,0,116186
img_00566,1685,1203,1.400665004156276,0,1831513
img_00567,1685,1203,1.400665004156276,0,1454035
img_00568,1685,1203,1.400665004156276,0,178461
img_00569,1685,1203,1.400665004156276,0,1831683
img_00570,1685,1203,1.400665004156276,0,1631696
